,Date,Open,High,Low,Close,Adj Close,Volume
0,1962-01-01,7.713333,7.713333,7.003334,7.226666000000001,2.077531,8760000
1,1962-02-01,7.3,7.48,7.093333,7.16,2.0583650000000002,5737600
2,1962-03-01,7.186666000000001,7.413333000000001,7.07,7.103333,2.042352,5344000
3,1962-04-01,7.1,7.1,6.0,6.053333,1.7404580000000003,12851200
4,1962-05-01,6.053333,6.53,4.733333,5.233333,1.504689,49307200
5,1962-06-01,5.213333,5.213333,4.0,4.523333999999999,1.300756,68451200
6,1962-07-01,4.523333999999999,5.246666,4.513333,5.16,1.483839,41052800
7,1962-08-01,5.146667,5.53,4.94,5.283333,1.519304,41353600
8,1962-09-01,5.283333,5.353333,4.646667,4.713333,1.35566,33204800
9,1962-10-01,4.713333,4.956666,4.293334,4.613333,1.326898,42958400
10,1962-11-01,4.613333,5.356667,4.56,5.313333999999999,1.528234,36654400
11,1962-12-01,5.26,5.413333000000001,5.086666999999999,5.2,1.49595,21891200
12,1963-01-01,5.2,5.66,5.123333000000001,5.65,1.625409,28531200
13,1963-02-01,5.65,5.665,5.32,5.33,1.533349,13190400
14,1963-03-01,5.33,5.643333,5.296667,5.613333,1.615245,12147200
15,1963-04-01,5.613333,6.326667,5.566667,6.183333,1.779262,18203200
16,1963-05-01,6.183333,6.38,6.1,6.363333,1.8310560000000002,11387200
17,1963-06-01,6.363333,6.383333,5.76,5.816667,1.674116,12854400
18,1963-07-01,5.816667,5.973333,5.67,5.793334,1.667401,16763200
19,1963-08-01,5.793334,6.126666999999999,5.733333,5.93,1.706736,13878400
20,1963-09-01,5.938333999999999,6.253334,5.938333999999999,6.026667,1.734954,18100800
21,1963-10-01,6.026667,6.69,5.98,6.586666999999999,1.896167,24403200
22,1963-11-01,6.586666999999999,6.61,6.146667,6.47,1.862579,12488000
23,1963-12-01,6.506667,6.793334,6.313333999999999,6.76,1.946564,13035200
24,1964-01-01,6.8,7.56,6.766667,7.226666000000001,2.080941,22300800
25,1964-02-01,7.226666000000001,7.686666000000001,7.12,7.586666999999999,2.184606,11291200
26,1964-03-01,7.586666999999999,7.926667,7.413333000000001,7.923333,2.282077,11723200
27,1964-04-01,7.933333,8.02,7.603333,7.603333,2.189912,12776000
28,1964-05-01,7.613333,8.233334,7.613333,8.0,2.304159,10512000
29,1964-06-01,8.0,8.058333,7.683333,7.95,2.29034,8619200
30,1964-07-01,7.9791669999999995,8.2,7.6666669999999995,7.7,2.218316,9276800
31,1964-08-01,7.7,7.7,7.091667,7.341667,2.1150830000000003,11555200
32,1964-09-01,7.341667,7.433333,6.866667,7.275,2.096447,11804800
33,1964-10-01,7.275,7.275,6.9166669999999995,7.0,2.0172,7595200
34,1964-11-01,6.995833,7.241667,6.875,6.875,1.981179,8470400
35,1964-12-01,6.858333,6.966667,6.783333,6.825,1.967353,8364800
36,1965-01-01,6.825,7.5,6.733333,7.475,2.154722,11296000
37,1965-02-01,7.4583330000000005,7.61875,7.0833330000000005,7.595833,2.189552,7942400
38,1965-03-01,7.595833,7.825,7.466667,7.570833,2.183082,7204800
39,1965-04-01,7.5833330000000005,8.083333,7.5833330000000005,8.083333,2.3308619999999998,6395200
40,1965-05-01,8.066667,8.191667,7.6666669999999995,7.966667,2.2972189999999997,5681600
41,1965-06-01,7.933333,7.9583330000000005,7.2916669999999995,7.633333,2.2017849999999997,14480000
42,1965-07-01,7.633333,7.983333,7.5833330000000005,7.983333,2.302741,7908800
43,1965-08-01,7.983333,8.397917,7.904167,8.316667,2.398889,9350400
44,1965-09-01,8.316667,8.620833,8.3,8.541667,2.464566,7246400
45,1965-10-01,8.5125,8.883333,8.3875,8.883333,2.563148,7057600
46,1965-11-01,8.883333,9.233334,8.7,8.75,2.5246779999999998,4550400
47,1965-12-01,8.75,8.795834,8.2375,8.316667,2.400321,12908800
48,1966-01-01,8.291667,8.558333,7.866667,8.266666,2.385889,12648000
49,1966-02-01,8.266666,8.745833,8.133333,8.583333,2.477284,8011200
50,1966-03-01,8.583333,8.75,8.241667,8.6,2.482837,9123200
51,1966-04-01,8.6,9.366667,8.566667,9.291667,2.6825229999999998,7316800
52,1966-05-01,9.291667,9.35,8.6,9.06875,2.618166,10494400
53,1966-06-01,8.9125,9.1625,8.3125,8.7625,2.530508,13753600
54,1966-07-01,8.80625,9.0375,8.51875,8.51875,2.460116,6025600
55,1966-08-01,8.51875,8.76875,7.65625,8.0125,2.313917,10428800
56,1966-09-01,8.0125,8.4625,7.6625,7.9375,2.2929939999999998,10038400
57,1966-10-01,7.9375,8.371875,7.2375,8.3,2.397711,11531200
58,1966-11-01,8.359375,9.425,8.359375,9.4,2.715481,10068800
59,1966-12-01,9.4,9.65,9.075,9.2875,2.683839,6968000
60,1967-01-01,9.2875,10.15,9.0625,9.9875,2.886119,10628800
61,1967-02-01,9.85,10.88125,9.7625,10.75,3.106462,6753600
62,1967-03-01,10.8125,11.525,10.8,11.275,3.25907,7043200
63,1967-04-01,11.1875,12.475,10.925,12.4125,3.587868,8220800
64,1967-05-01,12.125,12.125,11.45,11.65625,3.369271,8121600
65,1967-06-01,11.65625,12.775,11.5875,12.4375,3.5958910000000004,9611200
66,1967-07-01,12.4375,12.7375,12.2,12.69375,3.669977,6238400
67,1967-08-01,12.69375,12.8625,12.13125,12.49375,3.6121550000000004,5624000
68,1967-09-01,12.49375,13.9375,12.4625,13.70625,3.963568,7054400
69,1967-10-01,13.7,15.0125,13.525,14.8375,4.290698,6659200
70,1967-11-01,14.725,15.5125,14.1875,15.3,4.424443,9472000
71,1967-12-01,15.3,16.200001,15.25,15.675,4.541461,6500800
72,1968-01-01,15.675,15.68125,14.71875,14.8625,4.306058999999999,10377600
73,1968-02-01,14.8625,15.05,14.2125,14.5,4.201032,10609600
74,1968-03-01,14.5,15.325,14.0,15.3125,4.446135,11905600
75,1968-04-01,15.6375,16.9375,15.625,16.9375,4.917969,11107200
76,1968-05-01,16.975,17.85,16.125,17.85,5.182918,11739200
77,1968-06-01,18.450001,18.75,17.25,17.6875,5.14535,10641600
78,1968-07-01,17.6875,18.25,16.299999,16.9375,4.9271709999999995,9384000
79,1968-08-01,16.9375,17.325001,16.5,16.75,4.872628,7364800
80,1968-09-01,16.75,17.075001,16.5,16.75,4.882021,6200000
81,1968-10-01,16.525,16.65,15.225,15.35,4.473971,17635200
82,1968-11-01,15.4,16.737499,15.375,16.6875,4.863804,10878400
83,1968-12-01,16.6875,16.737499,15.5,15.75,4.590555,8513600
84,1969-01-01,15.75,15.7625,14.75,14.8125,4.317308000000001,15188800
85,1969-02-01,14.8125,15.525,14.6625,14.66875,4.275411,9505600
86,1969-03-01,14.66875,15.775,14.5875,15.7,4.588353,7593600
87,1969-04-01,15.7,16.512501,15.2625,16.4,4.792929,7721600
88,1969-05-01,16.4,16.74375,15.9125,15.95,4.661414,7235200
89,1969-06-01,15.95,16.975,15.3875,16.887501,4.947561,9937600
90,1969-07-01,16.887501,18.225,15.5,16.225,4.753468,17296000
91,1969-08-01,16.299999,17.5375,16.275,17.25,5.053762,11720000
92,1969-09-01,17.25,18.012501,16.549999,17.262501,5.07306,10350400
93,1969-10-01,17.262501,18.25,17.0,18.025,5.297139,12192000
94,1969-11-01,18.0,18.4375,17.2125,17.85,5.245711,8328000
95,1969-12-01,17.924999,18.35,17.512501,18.225,5.37081,11555200
96,1970-01-01,18.225,19.35,16.7125,16.759375,4.938902,15148800
97,1970-02-01,16.85,17.75,16.737499,17.012501,5.013498,12294400
98,1970-03-01,17.012501,17.049999,15.7625,16.924999,4.98771,15971200
99,1970-04-01,16.924999,17.025,14.3125,14.9,4.390955,18692800
100,1970-05-01,14.9,14.95,11.85,13.9,4.096261,29678400
101,1970-06-01,13.9,14.35,12.5,12.5,3.69858,21307200
102,1970-07-01,12.5,13.125,12.1,12.6125,3.731868,18169600
103,1970-08-01,12.59375,13.575,10.9375,13.3125,3.9577199999999997,22201600
104,1970-09-01,13.2625,14.775,12.9625,14.5875,4.336772,17121600
105,1970-10-01,14.5875,15.4875,14.15,14.7,4.3702190000000005,13166400
106,1970-11-01,14.7,15.45,14.425,15.3625,4.5856069999999995,13985600
107,1970-12-01,15.3625,16.0375,15.3125,15.8875,4.742318,15844800
108,1971-01-01,15.8375,16.387501,15.5,16.275,4.857983,13894400
109,1971-02-01,16.275,17.174999,16.25,16.825001,5.022157,11152000
110,1971-03-01,16.825001,18.2875,16.737499,17.875,5.356643,12256000
111,1971-04-01,17.875,18.200001,17.450001,17.887501,5.3603879999999995,16568000
112,1971-05-01,17.75,17.775,16.25,16.35,4.899641,12846400
113,1971-06-01,16.375,16.575001,15.4,15.85,4.767427,21155200
114,1971-07-01,15.85,15.9625,14.5125,14.5625,4.380167,22408000
115,1971-08-01,14.6375,16.0,14.1625,15.2,4.5719199999999995,17017600
116,1971-09-01,15.2,15.65,14.95,15.1875,4.588945,12812800
117,1971-10-01,15.2125,15.7625,14.775,15.025,4.539847,14761600
118,1971-11-01,15.0,15.325,14.4125,15.275,4.615382,13342400
119,1971-12-01,15.325,17.424999,15.325,16.825001,5.105825,17424000
120,1972-01-01,16.825001,18.6,16.5875,18.4,5.583783,18987200
121,1972-02-01,18.4,18.75,18.225,18.424999,5.591372,9993600
122,1972-03-01,18.475,19.299999,18.299999,19.112499,5.8210440000000006,13555200
123,1972-04-01,19.112499,19.987499,18.9625,19.299999,5.878153,11294400
124,1972-05-01,19.299999,20.299999,18.8375,19.887501,6.057086,13296000
125,1972-06-01,19.950001,20.049999,19.35,19.6,5.990862,9315200
126,1972-07-01,19.65,20.275,19.174999,20.0375,6.124585,11385600
127,1972-08-01,20.1,21.3375,20.1,20.424999,6.243027,14835200
128,1972-09-01,20.424999,20.487499,19.6625,20.325001,6.233037,9339200
129,1972-10-01,20.325001,20.393749,18.075001,19.275,5.911033,19964800
130,1972-11-01,19.299999,19.725,18.549999,19.549999,5.995368,12979200
131,1972-12-01,19.549999,20.25,19.25,20.1,6.185955,12316800
132,1973-01-01,20.225,22.424999,20.225,21.775,6.701447,18889600
133,1973-02-01,21.775,22.825001,20.924999,21.575001,6.639898,14412800
134,1973-03-01,21.575001,22.487499,20.975,21.575001,6.661200999999999,14980800
135,1973-04-01,21.575001,21.8125,20.0625,20.4,6.298430000000001,13444800
136,1973-05-01,20.575001,21.262501,19.075001,19.671875,6.07362,19080000
137,1973-06-01,19.625,20.84375,19.125,19.8125,6.1373,13171200
138,1973-07-01,19.625,20.21875,18.4375,19.65625,6.088897,15332800
139,1973-08-01,19.65625,19.671875,18.578125,18.8125,5.827531,11534400
140,1973-09-01,18.78125,18.78125,15.65625,16.125,5.013258,23854400
141,1973-10-01,16.109375,18.4375,15.3125,17.515625,5.445602,21480000
142,1973-11-01,17.515625,18.125,16.4375,16.5625,5.149277,14982400
143,1973-12-01,16.546875,16.6875,14.695313,15.421875,4.814138,15811200
144,1974-01-01,15.421875,15.71875,14.0625,15.328125,4.784873999999999,15929600
145,1974-02-01,15.28125,15.28125,14.0625,14.867188,4.640986,9995200
146,1974-03-01,14.867188,15.875,14.46875,14.734375,4.624528,12356800
147,1974-04-01,14.734375,15.15625,13.671875,14.203125,4.457791,11529600
148,1974-05-01,14.203125,14.5,13.101563,13.28125,4.1684529999999995,11699200
149,1974-06-01,13.28125,14.5,13.125,13.296875,4.196902,11020800
150,1974-07-01,13.296875,13.992188,12.265625,12.601563,3.97744,16593600
151,1974-08-01,12.601563,13.4375,11.765625,12.0,3.787572,20158400
152,1974-09-01,12.0,12.03125,9.40625,9.9375,3.158643,25644800
153,1974-10-01,9.9375,12.3125,9.640625,11.820313,3.7571,30107200
154,1974-11-01,11.820313,12.5,10.421875,11.078125,3.5211930000000002,21164800
155,1974-12-01,10.96875,10.976563,10.007813,10.5,3.3631919999999997,20459200
156,1975-01-01,10.515625,11.96875,9.828125,11.765625,3.768575,34846400
157,1975-02-01,11.765625,13.8125,11.703125,13.46875,4.314092,30401600
158,1975-03-01,13.5,14.046875,12.703125,12.914063,4.1677,22632000
159,1975-04-01,12.914063,13.585938,12.265625,13.117188,4.233258,25046400
160,1975-05-01,13.117188,14.210938,12.875,13.4375,4.336627,23155200
161,1975-06-01,13.5625,13.734375,12.6875,13.0625,4.245592,18966400
162,1975-07-01,13.0625,13.171875,11.859375,11.890625,3.864706,23774400
163,1975-08-01,11.890625,11.921875,11.0,11.640625,3.7834529999999997,17582400
164,1975-09-01,11.640625,12.265625,11.101563,11.765625,3.8604010000000004,18624000
165,1975-10-01,11.765625,13.484375,11.453125,13.265625,4.352569,31411200
166,1975-11-01,13.265625,14.15625,13.1875,14.148438,4.642225,20020800
167,1975-12-01,14.148438,14.203125,12.984375,14.015625,4.6366559999999994,20083200
168,1976-01-01,14.015625,16.234375,13.960938,16.109375,5.329311,36676800
169,1976-02-01,16.109375,16.53125,15.734375,15.976563,5.285374,24716800
170,1976-03-01,15.976563,16.617188,15.890625,16.375,5.453369,24401600
171,1976-04-01,16.375,17.078125,15.773438,15.835938,5.273847,28350400
172,1976-05-01,15.796875,16.21875,15.328125,16.039063,5.341491,18865600
173,1976-06-01,16.03125,17.429688,15.75,17.296875,5.800992,28011200
174,1976-07-01,17.296875,17.523438,16.75,17.007813,5.704044000000001,25787200
175,1976-08-01,17.007813,17.546875,16.734375,17.101563,5.735486,20012800
176,1976-09-01,17.101563,18.03125,17.078125,17.585938,5.946283,24534400
177,1976-10-01,17.585938,17.703125,15.8125,16.984375,5.742877,33817600
178,1976-11-01,16.984375,17.21875,16.09375,16.9375,5.727027,26073600
179,1976-12-01,16.9375,17.625,16.546875,17.445313,5.948677,27566400
180,1977-01-01,17.28125,17.53125,16.632813,17.203125,5.866091,32448000
181,1977-02-01,17.203125,17.367188,16.625,17.25,5.882078,25752000
182,1977-03-01,17.257813,17.882813,17.234375,17.28125,5.946944,37860800
183,1977-04-01,17.28125,17.453125,16.03125,16.171875,5.565180000000001,36848000
184,1977-05-01,16.171875,16.484375,15.28125,15.34375,5.280198,30588800
185,1977-06-01,15.375,16.804688,15.375,16.5,5.732615,32380800
186,1977-07-01,16.492188,17.21875,16.125,16.757813,5.822186,27246400
187,1977-08-01,16.757813,17.0,16.492188,16.773438,5.827614,22665600
188,1977-09-01,16.773438,16.8125,15.953125,16.3125,5.720485,21864000
189,1977-10-01,16.3125,16.40625,15.882813,16.078125,5.638294,26683200
190,1977-11-01,16.078125,16.828125,15.5625,16.5,5.786237,36395200
191,1977-12-01,16.5,17.203125,16.203125,17.09375,6.053635,32008000
192,1978-01-01,16.78125,17.0625,16.5,16.59375,5.876563,39188800
193,1978-02-01,16.59375,16.648438,15.640625,15.703125,5.561153,27854400
194,1978-03-01,15.703125,15.78125,14.703125,14.71875,5.2702,49926400
195,1978-04-01,14.765625,16.625,14.671875,16.625,5.952751,60392000
196,1978-05-01,16.625,16.796875,16.125,16.140625,5.779315,38838400
197,1978-06-01,16.140625,17.265625,16.0,16.078125,5.820618,37203200
198,1978-07-01,16.078125,17.59375,15.9375,17.5625,6.357991,39387200
199,1978-08-01,17.5625,18.796875,17.4375,18.242188,6.60405,50198400
200,1978-09-01,18.25,19.03125,17.09375,17.3125,6.329701,32940800
201,1978-10-01,17.3125,18.34375,16.46875,16.515625,6.038352,45206400
202,1978-11-01,16.578125,17.28125,16.0,16.84375,6.1583190000000005,39755200
203,1978-12-01,16.914063,19.375,16.835938,18.65625,6.896159,45998400
204,1979-01-01,18.65625,19.765625,18.40625,19.296875,7.132956,47875200
205,1979-02-01,19.296875,19.4375,18.570313,18.75,6.930810000000001,27734400
206,1979-03-01,18.75,20.046875,18.664063,19.71875,7.372463000000001,33780800
207,1979-04-01,19.71875,20.125,19.140625,19.640625,7.343255999999999,34633600
208,1979-05-01,19.640625,20.09375,18.890625,19.0,7.103735,30065600
209,1979-06-01,19.09375,19.625,18.03125,18.34375,6.932966,31636000
210,1979-07-01,18.34375,19.1875,17.0,17.4375,6.590447,35155200
211,1979-08-01,17.4375,18.125,17.0625,17.5,6.614071000000001,36858000
212,1979-09-01,17.46875,17.84375,16.4375,16.9375,6.480247,35494800
213,1979-10-01,16.90625,17.375,15.28125,15.59375,5.966132,45927200
214,1979-11-01,15.59375,16.75,15.28125,16.3125,6.241123,33889200
215,1979-12-01,16.28125,16.90625,15.8125,16.09375,6.2429879999999995,26533600
216,1980-01-01,15.75,18.0,15.3125,17.15625,6.655150999999999,49631600
217,1980-02-01,17.15625,17.625,15.5,15.875,6.158133,39879600
218,1980-03-01,15.875,15.875,12.84375,13.9375,5.474169,49619200
219,1980-04-01,13.9375,14.0,12.59375,13.71875,5.388252,55773200
220,1980-05-01,13.71875,14.15625,13.0,13.84375,5.437346,39994400
221,1980-06-01,13.84375,15.09375,13.8125,14.6875,5.860168,42240800
222,1980-07-01,14.6875,16.53125,14.59375,16.3125,6.508528,41150000
223,1980-08-01,16.3125,17.28125,16.0,16.375,6.533462999999999,38015200
224,1980-09-01,16.375,17.25,15.84375,16.03125,6.4812449999999995,44193600
225,1980-10-01,16.03125,17.875,15.90625,16.65625,6.733927,55620000
226,1980-11-01,16.6875,18.1875,16.5625,17.03125,6.885530999999999,46076800
227,1980-12-01,17.0,17.375,15.8125,16.96875,6.948798,47108400
228,1981-01-01,16.96875,17.875,16.0,16.09375,6.590478999999999,44448800
229,1981-02-01,16.09375,16.21875,15.0625,16.0625,6.577686,31698800
230,1981-03-01,16.0625,16.3125,15.34375,15.59375,6.472022,43053600
231,1981-04-01,15.59375,15.84375,14.65625,14.65625,6.082921,64481600
232,1981-05-01,14.65625,14.84375,13.78125,14.6875,6.095891,46670800
233,1981-06-01,14.9375,15.1875,14.28125,14.46875,6.095682,44883600
234,1981-07-01,14.46875,14.46875,13.65625,14.03125,5.9113620000000004,33268800
235,1981-08-01,14.03125,14.71875,13.75,13.78125,5.806037,33306800
236,1981-09-01,13.78125,14.1875,13.0625,13.53125,5.785954,40204800
237,1981-10-01,13.53125,14.0625,12.09375,12.875,5.505342,52389600
238,1981-11-01,13.0,13.625,12.46875,13.625,5.82604,44765600
239,1981-12-01,13.625,14.40625,13.25,14.21875,6.18021,47809200
240,1982-01-01,14.40625,16.1875,13.90625,15.90625,6.913689,74401600
241,1982-02-01,15.75,16.0,14.9375,15.46875,6.723527000000001,51439200
242,1982-03-01,15.53125,15.6875,14.28125,14.9375,6.582836,67770800
243,1982-04-01,15.125,16.53125,14.96875,16.0625,7.078612,61904400
244,1982-05-01,16.09375,16.3125,15.3125,15.375,6.775639,42299600
245,1982-06-01,15.40625,15.53125,14.375,15.15625,6.768619,59794400
246,1982-07-01,15.15625,17.15625,14.84375,16.40625,7.326853999999999,77599600
247,1982-08-01,16.65625,17.75,15.53125,17.625,7.871141000000001,86336400
248,1982-09-01,17.5625,19.40625,17.34375,18.34375,8.300907,88402400
249,1982-10-01,18.5,21.1875,18.3125,19.96875,9.03625,90497200
250,1982-11-01,20.125,21.625,19.875,21.625,9.785728,73062000
251,1982-12-01,21.8125,24.5,21.53125,24.0625,10.999713,87144800
252,1983-01-01,23.6875,25.1875,23.0625,24.71875,11.299706,83227600
253,1983-02-01,24.53125,25.375,23.46875,24.75,11.313988,68222000
254,1983-03-01,25.1875,26.21875,24.65625,25.4375,11.733385,70778800
255,1983-04-01,25.40625,29.5,25.28125,29.25,13.491948999999998,72702000
256,1983-05-01,29.0,29.625,27.4375,27.8125,12.828877,55655600
257,1983-06-01,27.8125,31.125,27.5625,30.0625,13.980737,64907200
258,1983-07-01,30.15625,31.75,29.65625,30.09375,13.995269,65484400
259,1983-08-01,30.0625,30.9375,28.8125,29.875,13.893531,68978400
260,1983-09-01,29.90625,32.375,29.53125,31.71875,14.867464000000002,72724800
261,1983-10-01,31.625,33.5625,31.375,31.6875,14.852815,99626000
262,1983-11-01,31.8125,31.9375,29.34375,29.34375,13.754235999999999,89170800
263,1983-12-01,29.4375,31.21875,29.28125,30.5,14.404164999999999,76494400
264,1984-01-01,30.5625,31.25,28.15625,28.53125,13.474385,115276000
265,1984-02-01,28.5625,28.65625,26.625,27.5625,13.016876,111818400
266,1984-03-01,27.4375,28.9375,26.65625,28.46875,13.557479,95428400
267,1984-04-01,28.5625,28.65625,26.875,28.4375,13.542601000000001,90708800
268,1984-05-01,28.5,29.3125,26.40625,26.9375,12.828259,88976000
269,1984-06-01,26.9375,27.3125,24.75,26.4375,12.694455,116490800
270,1984-07-01,26.4375,27.71875,26.0,27.65625,13.279657,72080800
271,1984-08-01,27.75,31.6875,27.71875,30.9375,14.855205999999999,123313200
272,1984-09-01,30.75,32.125,30.21875,31.0625,15.051784,79127600
273,1984-10-01,30.9375,31.9375,29.6875,31.15625,15.097204999999999,89139600
274,1984-11-01,31.4375,31.9375,29.875,30.4375,14.878053,87458000
275,1984-12-01,30.3125,31.125,29.0,30.78125,15.046078,88833200
276,1985-01-01,30.59375,34.40625,29.75,34.09375,16.665247,130434000
277,1985-02-01,33.90625,34.5625,32.6875,33.5,16.375013,91922000
278,1985-03-01,33.625,34.1875,31.03125,31.75,15.645684,102980400
279,1985-04-01,31.75,32.59375,30.96875,31.625,15.584087,78410400
280,1985-05-01,31.59375,33.3125,31.15625,32.15625,15.845875,99628400
281,1985-06-01,32.34375,32.65625,29.34375,30.9375,15.380253,118883600
282,1985-07-01,30.9375,33.125,30.0,32.84375,16.327923000000002,111006400
283,1985-08-01,32.9375,33.1875,31.375,31.65625,15.737561,68101200
284,1985-09-01,31.65625,32.625,30.5625,30.96875,15.527937,92325600
285,1985-10-01,31.0,32.84375,30.71875,32.46875,16.280045,105592000
286,1985-11-01,32.40625,35.1875,32.40625,34.9375,17.517895000000003,108894800
287,1985-12-01,34.9375,39.6875,34.40625,38.875,19.654287,114449200
288,1986-01-01,38.6875,39.125,35.75,37.875,19.148706,127569600
289,1986-02-01,37.96875,40.25,37.5,37.71875,19.069708,126502400
290,1986-03-01,37.59375,38.375,36.125,37.875,19.285557,161545600
291,1986-04-01,37.96875,40.46875,36.84375,39.0625,19.890232,143528000
292,1986-05-01,39.0,39.375,35.5625,38.09375,19.396954,132659200
293,1986-06-01,38.1875,38.375,36.03125,36.625,18.785713,94299600
294,1986-07-01,36.625,37.53125,32.46875,33.125,16.990482,150528800
295,1986-08-01,33.15625,35.5,32.3125,34.6875,17.791922,114402800
296,1986-09-01,34.71875,36.375,33.28125,33.625,17.392854999999997,162128000
297,1986-10-01,33.71875,33.875,29.9375,30.90625,15.986547,170433600
298,1986-11-01,31.0,31.96875,29.8125,31.78125,16.439152,110249600
299,1986-12-01,31.625,32.53125,30.0,30.0,15.654589999999999,134091600
300,1987-01-01,30.25,32.71875,28.9375,32.1875,16.796078,200740000
301,1987-02-01,32.0625,36.0625,32.0,34.875,18.198458,144920000
302,1987-03-01,34.875,39.15625,34.40625,37.53125,19.745279,157184400
303,1987-04-01,37.25,40.375,35.65625,40.03125,21.060537,225196000
304,1987-05-01,40.0,41.90625,38.75,40.0,21.044085,151076000
305,1987-06-01,40.25,42.15625,39.0,40.625,21.514832000000002,138280000
306,1987-07-01,40.71875,42.46875,39.78125,40.25,21.316242000000003,129840400
307,1987-08-01,39.875,43.96875,39.625,42.09375,22.292685000000002,189084000
308,1987-09-01,42.15625,42.34375,37.125,37.6875,20.097101000000002,196856000
309,1987-10-01,37.8125,39.3125,25.0,30.625,16.330982000000002,269141200
310,1987-11-01,30.25,31.21875,27.5,27.6875,14.764542,139041600
311,1987-12-01,28.125,30.09375,26.25,28.875,15.539482999999999,144892800
312,1988-01-01,29.25,31.0,27.15625,28.09375,15.119043,161385200
313,1988-02-01,28.1875,29.46875,26.71875,29.375,15.808565,139936000
314,1988-03-01,29.46875,29.65625,26.0625,26.90625,14.627591,139366000
315,1988-04-01,26.875,29.125,26.40625,28.34375,15.409092000000001,128671200
316,1988-05-01,28.40625,28.78125,26.875,28.125,15.290166000000001,84149200
317,1988-06-01,28.25,32.09375,27.9375,31.84375,17.481665,157071600
318,1988-07-01,31.9375,32.375,30.0,31.4375,17.25864,118082800
319,1988-08-01,31.5,31.71875,27.59375,27.875,15.302891,116881200
320,1988-09-01,27.78125,29.125,27.375,28.84375,15.974454999999999,107313600
321,1988-10-01,28.78125,31.21875,28.1875,30.65625,16.978270000000002,116277200
322,1988-11-01,30.71875,31.09375,28.53125,29.625,16.407135,103644400
323,1988-12-01,29.59375,31.03125,29.40625,30.46875,17.027639,91382800
324,1989-01-01,30.46875,32.71875,30.15625,32.65625,18.250135,130706400
325,1989-02-01,32.4375,32.71875,30.15625,30.375,16.975241,114396400
326,1989-03-01,30.53125,30.59375,26.90625,27.28125,15.376764000000001,165558400
327,1989-04-01,27.3125,28.9375,26.5625,28.53125,16.081326,111530800
328,1989-05-01,28.25,28.4375,26.875,27.40625,15.447227,137074400
329,1989-06-01,27.375,28.78125,26.875,27.96875,15.937216000000001,144924400
330,1989-07-01,28.125,29.1875,27.65625,28.75,16.382395000000002,106153600
331,1989-08-01,28.875,29.84375,28.125,29.28125,16.685118,148444400
332,1989-09-01,29.21875,29.6875,26.9375,27.3125,15.730234,128322400
333,1989-10-01,27.34375,27.4375,24.4375,25.0625,14.434382000000001,170029200
334,1989-11-01,25.0625,25.1875,24.0,24.40625,14.056426,122311600
335,1989-12-01,24.40625,25.46875,23.34375,23.53125,13.718481,129607600
336,1990-01-01,23.6875,25.40625,23.625,24.65625,14.374345000000002,156385200
337,1990-02-01,24.65625,26.375,24.375,25.96875,15.139517000000001,133848800
338,1990-03-01,25.9375,27.34375,25.84375,26.53125,15.660067999999999,128318400
339,1990-04-01,26.28125,27.8125,26.25,27.25,16.084309,110108400
340,1990-05-01,27.375,30.53125,26.96875,30.0,17.707485000000002,149241200
341,1990-06-01,30.125,30.5625,29.0625,29.375,17.532774,118013600
342,1990-07-01,29.375,30.78125,27.625,27.875,16.637486,120184400
343,1990-08-01,27.96875,28.09375,24.125,25.46875,15.201282999999998,165578800
344,1990-09-01,25.25,27.3125,25.1875,26.59375,16.052385,117822800
345,1990-10-01,26.78125,27.59375,24.0625,26.375,15.920354000000001,161156400
346,1990-11-01,26.34375,28.78125,26.21875,28.40625,17.146445999999997,140917600
347,1990-12-01,28.625,29.0,27.65625,28.25,17.244678,110565600
348,1991-01-01,28.21875,31.78125,26.375,31.6875,19.343029,174923600
349,1991-02-01,31.625,34.9375,31.40625,32.1875,19.648235,160567200
350,1991-03-01,32.0625,33.75,27.75,28.46875,17.545523,178246000
351,1991-04-01,28.46875,28.6875,25.53125,25.75,15.869942000000002,164028400
